-9.458638727664947510e-03,1.696453988552093506e-02,-1.352406013756990433e-02,2.602342283353209496e-05
-8.811131119728088379e-04,8.878402411937713623e-03,-1.690472662448883057e-02,7.056239701341837645e-05
2.594824880361557007e-03,3.694903105497360229e-03,4.632394760847091675e-03,8.073369099292904139e-05
-2.422526478767395020e-03,-2.274047955870628357e-02,-3.801850602030754089e-03,6.334284262266010046e-05
-1.304421573877334595e-03,-9.311176836490631104e-03,-1.090061478316783905e-02,6.907108763698488474e-05
1.619479805231094360e-02,-1.151524111628532410e-02,1.713033020496368408e-02,1.455863384762778878e-04
7.217995822429656982e-03,4.779741168022155762e-03,-1.329668797552585602e-02,1.091616722987964749e-04
-4.914209246635437012e-03,-3.072805702686309814e-03,7.346872240304946899e-03,4.444424121174961329e-05
-7.486879825592041016e-03,5.297046154737472534e-03,1.023062318563461304e-02,2.961927384603768587e-05
-1.316171139478683472e-03,7.251873612403869629e-03,-3.618357703089714050e-03,6.367686728481203318e-05
-1.773644238710403442e-03,9.265914559364318848e-05,-1.776678860187530518e-02,6.795085209887474775e-05
-9.156748652458190918e-03,-4.032503813505172729e-03,5.580902099609375000e-03,2.449631574563682079e-05
-1.601465791463851929e-02,-7.559135556221008301e-03,-1.494716852903366089e-04,5.689451063517481089e-05
4.944294691085815430e-03,-3.473535180091857910e-03,-2.437818795442581177e-03,9.558147576171904802e-05
1.792633533477783203e-02,-1.751295104622840881e-02,1.227615028619766235e-02,1.565365091664716601e-04
-2.211466431617736816e-03,-5.720641463994979858e-03,4.564516246318817139e-03,5.891772161703556776e-05
-6.525430828332901001e-03,7.110778242349624634e-03,-5.173921585083007812e-03,3.881900920532643795e-05
1.902222633361816406e-03,2.428937703371047974e-03,-3.803951665759086609e-03,8.021130634006112814e-05
1.210770756006240845e-02,-4.211075603961944580e-03,-1.182653009891510010e-03,1.301960292039439082e-04
1.177817583084106445e-03,1.541135460138320923e-02,1.507239416241645813e-03,7.285915489774197340e-05
-1.875914633274078369e-03,-6.248254328966140747e-03,-4.507871344685554504e-03,6.347826274577528238e-05
-5.485862493515014648e-04,-6.498884409666061401e-03,7.132079452276229858e-03,6.634193414356559515e-05
1.511808484792709351e-03,-7.172659039497375488e-03,1.386092975735664368e-02,7.438253669533878565e-05
1.668184995651245117e-05,-3.129951655864715576e-04,-6.642419844865798950e-03,7.237396494019776583e-05
9.621463716030120850e-03,3.418907523155212402e-03,6.350167095661163330e-03,1.144606067100539804e-04
-2.840518951416015625e-03,-8.612371981143951416e-03,3.788042813539505005e-03,5.657902511302381754e-05
6.730146706104278564e-03,1.298341900110244751e-03,-2.526991069316864014e-03,1.035111927194520831e-04
-2.111003547906875610e-02,5.350615829229354858e-03,-6.299436092376708984e-03,9.423833398614078760e-05
3.827560693025588989e-03,-4.049018025398254395e-04,-2.281509339809417725e-03,8.958308899309486151e-05
9.188406169414520264e-03,-1.326185092329978943e-02,-1.127321273088455200e-03,1.174700300907716155e-04
1.147501915693283081e-02,-1.099634915590286255e-03,-9.253045544028282166e-03,1.292964007006958127e-04
-1.848526298999786377e-03,-1.205400377511978149e-02,1.783428713679313660e-03,6.261035741772502661e-05
-8.671585470438003540e-03,-1.387569308280944824e-02,6.641965359449386597e-03,2.816670166794210672e-05
3.965299576520919800e-03,7.231708616018295288e-03,-6.703261286020278931e-03,9.036516712512820959e-05
-5.164716392755508423e-03,-1.023389399051666260e-03,-1.356130465865135193e-03,4.560592060443013906e-05
-4.311956465244293213e-03,-1.252528280019760132e-03,6.978392601013183594e-03,4.718915442936122417e-05
2.332177013158798218e-03,-3.416284918785095215e-03,-6.717933341860771179e-03,8.419058576691895723e-05
1.298814266920089722e-02,1.593071967363357544e-03,1.408525928854942322e-02,1.287396444240584970e-04
9.676270186901092529e-03,8.120700716972351074e-03,2.579052001237869263e-03,1.151241449406370521e-04
-2.950005233287811279e-03,-8.469134569168090820e-03,1.051677018404006958e-02,5.391669401433318853e-05
5.127117037773132324e-04,2.156741917133331299e-03,-7.890174165368080139e-03,7.480526983272284269e-05
-4.499521106481552124e-03,6.461098790168762207e-03,1.309985294938087463e-03,4.676431126426905394e-05
3.018159419298171997e-03,-4.762932658195495605e-03,-4.839524626731872559e-05,8.566874021198600531e-05
6.953969597816467285e-03,9.288646280765533447e-03,1.318600773811340332e-02,9.835379023570567369e-05
-7.008418440818786621e-03,-4.518106579780578613e-03,5.981132388114929199e-03,3.491394454613327980e-05
-1.340281218290328979e-03,3.215294331312179565e-03,-3.908038139343261719e-03,6.432253576349467039e-05
1.025244593620300293e-03,-7.299512624740600586e-03,6.371978670358657837e-03,7.437735621351748705e-05
-6.729658693075180054e-03,1.759887486696243286e-02,-5.330048501491546631e-03,3.612613363657146692e-05
2.905271947383880615e-03,2.152606844902038574e-02,-5.534850060939788818e-04,8.089766197372227907e-05
5.653262138366699219e-03,-1.774225383996963501e-03,-3.401245921850204468e-04,9.809456241782754660e-05
-1.117365807294845581e-02,3.794867545366287231e-03,9.525064378976821899e-03,5.276882438920438290e-05
-1.651694253087043762e-02,-1.970462501049041748e-03,-1.845509372651576996e-02,1.218981196871027350e-04
1.073010265827178955e-02,-1.403138414025306702e-02,3.876496106386184692e-03,1.235403615282848477e-04
6.730519235134124756e-03,6.602562963962554932e-03,1.318300142884254456e-03,1.014262816170230508e-04
-8.478723466396331787e-04,6.007030606269836426e-03,-9.899429976940155029e-03,6.834977830294519663e-05
6.194509565830230713e-03,5.534235388040542603e-03,1.396797597408294678e-04,9.936273272614926100e-05
-9.538643062114715576e-03,-2.911955118179321289e-03,1.340357214212417603e-02,2.000232052523642778e-05
2.836421132087707520e-03,9.133830666542053223e-03,5.722772330045700073e-03,8.066302689258009195e-05
9.127423167228698730e-03,-1.322351396083831787e-03,-1.361452043056488037e-03,1.152573531726375222e-04
-1.636184751987457275e-04,-2.553168684244155884e-03,-2.175670117139816284e-03,7.047156395856291056e-05
6.571434438228607178e-03,1.428139954805374146e-02,6.092339754104614258e-05,9.976579167414456606e-05
-6.580073386430740356e-03,9.792447090148925781e-04,8.386950939893722534e-03,3.533138078637421131e-05
-7.788252085447311401e-03,-2.392742782831192017e-03,1.242381334304809570e-02,2.874643541872501373e-05
-2.056008577346801758e-02,3.203008323907852173e-03,4.781477153301239014e-03,9.859520650934427977e-05
-2.724591642618179321e-03,-1.733122766017913818e-02,-1.110713928937911987e-04,5.981598224025219679e-05
-1.235738396644592285e-03,5.164735019207000732e-03,-1.304780039936304092e-02,6.783382559660822153e-05
4.408985376358032227e-03,5.437880754470825195e-03,-2.792477607727050781e-04,9.081470489036291838e-05
9.656094014644622803e-03,9.472258388996124268e-04,1.009438559412956238e-02,1.138694788096472621e-04
3.061935305595397949e-03,4.893090575933456421e-03,2.357214689254760742e-03,8.352070290129631758e-05
8.545443415641784668e-03,-1.538582518696784973e-02,6.269291043281555176e-05,1.143204135587438941e-04
-4.206281155347824097e-03,5.835827440023422241e-03,-4.920605570077896118e-04,4.886032547801733017e-05
-1.160132512450218201e-02,5.895368754863739014e-03,-2.458680421113967896e-03,1.345330383628606796e-05
6.514780223369598389e-03,9.371258318424224854e-03,6.203956902027130127e-03,9.838580444920808077e-05
-4.052218049764633179e-03,3.695357590913772583e-03,-7.081702351570129395e-03,5.202894681133329868e-05
2.803925424814224243e-03,2.557296305894851685e-03,9.608250111341476440e-04,8.309022814501076937e-05
-7.837679237127304077e-03,5.582533776760101318e-03,-4.352852702140808105e-04,3.120054316241294146e-05
-1.561143994331359863e-02,8.631344884634017944e-03,-3.594815731048583984e-03,8.877656364347785711e-05
1.255663484334945679e-02,-6.500519812107086182e-04,-2.848960459232330322e-03,1.323103642789646983e-04
-1.211939752101898193e-02,1.610322296619415283e-02,5.711145699024200439e-03,6.673712050542235374e-06
8.623495697975158691e-03,-8.766874670982360840e-03,8.824486285448074341e-04,1.133414189098402858e-04
-5.399480462074279785e-03,-2.436079084873199463e-04,-7.563166320323944092e-03,4.627484304364770651e-05
-6.651747971773147583e-03,1.320122182369232178e-02,-2.906152978539466858e-03,3.647973062470555305e-05
2.113281190395355225e-02,3.629013895988464355e-03,-3.889232873916625977e-03,1.736873382469639182e-04
9.678117930889129639e-03,7.346633821725845337e-03,-5.252465605735778809e-03,1.177124358946457505e-04
-1.816760748624801636e-03,-1.079663261771202087e-02,3.098707646131515503e-03,6.214408494997769594e-05
-1.737558096647262573e-02,-7.964447140693664551e-03,6.797283887863159180e-03,7.705418101977556944e-05
5.202524363994598389e-03,8.813589811325073242e-03,-5.432125180959701538e-04,9.419933485332876444e-05
-3.138512372970581055e-03,-4.886779934167861938e-03,8.474439382553100586e-03,5.304093065205961466e-05
-8.293591439723968506e-03,7.872320711612701416e-03,-1.127022318542003632e-02,3.225203545298427343e-05
1.519393175840377808e-03,9.952165186405181885e-03,2.349466085433959961e-04,7.583004480693489313e-05
-4.330720752477645874e-03,2.046301960945129395e-04,-4.630297422409057617e-03,5.048718594480305910e-05
-1.599900424480438232e-03,-6.651695817708969116e-03,9.904708713293075562e-04,6.316926737781614065e-05
2.508405596017837524e-03,3.721043467521667480e-03,-1.091432198882102966e-02,8.549079939257353544e-05
-1.048878207802772522e-02,9.820889681577682495e-03,-2.165883593261241913e-02,3.765079600270837545e-05
3.041084855794906616e-03,-1.877658069133758545e-02,-7.198071107268333435e-03,9.035186667460948229e-05
1.313594728708267212e-02,-6.600648164749145508e-03,3.962457180023193359e-03,1.339916052529588342e-04
-9.797412902116775513e-03,2.405039966106414795e-03,-1.124694384634494781e-02,2.588753704912960529e-05
-9.058069437742233276e-03,2.207905799150466919e-02,-1.002278551459312439e-02,2.568618219811469316e-05
-1.190430298447608948e-02,-1.505423337221145630e-03,-4.145223647356033325e-04,2.271735866088420153e-05
3.317265957593917847e-02,3.112800419330596924e-03,2.452649176120758057e-03,2.304208028363063931e-04
6.577774882316589355e-03,2.290092408657073975e-03,5.450699478387832642e-03,1.001078780973330140e-04
-1.628998667001724243e-03,-4.636473953723907471e-03,4.854276776313781738e-03,6.148293323349207640e-05
1.108694821596145630e-03,6.752684712409973145e-04,3.760758787393569946e-03,7.427229138556867838e-05
5.461834371089935303e-03,4.706691950559616089e-03,3.120185807347297668e-03,9.500006854068487883e-05
4.845920950174331665e-03,2.721924334764480591e-03,3.769930452108383179e-03,9.212804434355348349e-05
-1.055110618472099304e-02,2.311620861291885376e-03,7.122479379177093506e-03,1.616688678041100502e-05
-5.962699651718139648e-05,1.446398347616195679e-02,1.113494485616683960e-02,6.397852848749607801e-05
-3.161955624818801880e-03,-9.497713297605514526e-03,9.076394140720367432e-03,5.350654828362166882e-05
-9.148567914962768555e-04,6.169006228446960449e-04,-3.478787839412689209e-03,6.669280992355197668e-05
8.389063179492950439e-03,1.527931541204452515e-02,8.677497506141662598e-03,1.057550689438357949e-04
4.358422011137008667e-03,9.505189955234527588e-04,7.234763354063034058e-03,8.896501094568520784e-05
4.900012165307998657e-03,-4.102528095245361328e-03,6.996523588895797729e-04,9.448894707020372152e-05
